2023-03-10 08:42:50,726 INFO  [WrapperJarAppMain] Jetty9Server:193 - Configuring Jetty using /go-working-dir/config/jetty.xml
2023-03-10 08:42:50,845 WARN  [WrapperJarAppMain] Server:357 - ErrorPageMapper not supported for Server level Error Handling
2023-03-10 08:42:50,974 WARN  [WrapperJarAppMain] AbstractHandler:96 - No Server set for ResourceHandler@65723aa0{STOPPED}
2023-03-10 08:42:59,160 WARN  [WrapperJarAppMain] ConnectionManager:117 - The file config/db.properties specified by `go.db.config` does not exist.
2023-03-10 08:43:00,388 INFO  [WrapperJarAppMain] DatabaseMigrator:40 - Upgrading database, this might take a while depending on the size of the database.
2023-03-10 08:43:00,391 INFO  [WrapperJarAppMain] DatabaseMigrator:49 - ************************************************************************
2023-03-10 08:43:00,394 INFO  [WrapperJarAppMain] DatabaseMigrator:49 - WARNING: Shutting down your server at this point will lead to a database corruption. Please wait until the database upgrade completes.
2023-03-10 08:43:00,397 INFO  [WrapperJarAppMain] DatabaseMigrator:49 - ************************************************************************
2023-03-10 08:43:02,521 INFO  [WrapperJarAppMain] DatabaseMigrator:57 - Database upgrade completed successfully.
2023-03-10 08:43:02,526 INFO  [WrapperJarAppMain] DataMigrationRunner:34 - Running data migrations...
2023-03-10 08:43:02,595 INFO  [WrapperJarAppMain] DataMigrationRunner:49 - Data migration took 4 ms
2023-03-10 08:43:02,601 INFO  [WrapperJarAppMain] DataMigrationRunner:49 - Data migration took 0 ms
2023-03-10 08:43:02,602 INFO  [WrapperJarAppMain] DataMigrationRunner:39 - Data migrations completed.
2023-03-10 08:43:03,481 WARN  [WrapperJarAppMain] ConfigurationFactory:136 - No configuration found. Configuring ehcache from ehcache-failsafe.xml  found in the classpath: jar:file:/go-working-dir/work/jetty-0_0_0_0-8153-cruise_war-_go-any-/webapp/WEB-INF/lib/ehcache-2.10.9.2.jar!/ehcache-failsafe.xml
2023-03-10 08:43:03,586 WARN  [WrapperJarAppMain] EhCacheProvider:93 - Could not find configuration [com.thoughtworks.go.domain.AccessToken]; using defaults.
2023-03-10 08:43:03,647 WARN  [WrapperJarAppMain] EhCacheProvider:93 - Could not find configuration [com.thoughtworks.go.domain.NotificationFilter]; using defaults.
2023-03-10 08:43:03,758 WARN  [WrapperJarAppMain] EhCacheProvider:93 - Could not find configuration [com.thoughtworks.go.domain.User]; using defaults.
2023-03-10 08:43:03,787 WARN  [WrapperJarAppMain] EhCacheProvider:93 - Could not find configuration [com.thoughtworks.go.domain.Plugin]; using defaults.
2023-03-10 08:43:03,808 WARN  [WrapperJarAppMain] EhCacheProvider:93 - Could not find configuration [com.thoughtworks.go.domain.EnvironmentVariable]; using defaults.
2023-03-10 08:43:03,874 WARN  [WrapperJarAppMain] EhCacheProvider:93 - Could not find configuration [com.thoughtworks.go.domain.User.notificationFilters]; using defaults.
2023-03-10 08:43:03,959 WARN  [WrapperJarAppMain] EhCacheProvider:93 - Could not find configuration [org.hibernate.cache.UpdateTimestampsCache]; using defaults.
2023-03-10 08:43:03,974 WARN  [WrapperJarAppMain] EhCacheProvider:93 - Could not find configuration [org.hibernate.cache.StandardQueryCache]; using defaults.
2023-03-10 08:43:06,678 INFO  [WrapperJarAppMain] ConnectionManager:98 - Done loading query extensions, found com.thoughtworks.go.server.database.h2.H2QueryExtensions@7a38fcb3
2023-03-10 08:43:11,839 INFO  [WrapperJarAppMain] GoConfigMigration:94 - Upgrading config file from version 139 to version 139
2023-03-10 08:43:11,885 INFO  [WrapperJarAppMain] GoConfigMigration:102 - Finished upgrading config file
2023-03-10 08:43:11,887 INFO  [WrapperJarAppMain] GoConfigMigrator:106 - [Config Save] Starting Config Save post upgrade using FullConfigSaveNormalFlow
2023-03-10 08:43:12,084 INFO  [Thread-79] DefaultPluginJarChangeListener:67 - Plugin load starting: /go-working-dir/plugins/bundled/gocd-ldap-authentication-plugin.jar
2023-03-10 08:43:12,243 INFO  [WrapperJarAppMain] CachedGoConfig:223 - About to notify config listeners
2023-03-10 08:43:12,246 INFO  [WrapperJarAppMain] CachedGoConfig:231 - Finished notifying all listeners
2023-03-10 08:43:12,535 INFO  [WrapperJarAppMain] BuildAssignmentService:250 - [Configuration Changed] Removing jobs for pipelines that no longer exist in configuration.
2023-03-10 08:43:12,570 INFO  [WrapperJarAppMain] InvalidateAuthenticationOnSecurityConfigChangeFilter:78 - [Configuration Changed] Security Configuration is changed. Updating the last changed time.
2023-03-10 08:43:12,595 INFO  [WrapperJarAppMain] PipelineRepository:78 - Start updating pipeline timeline
2023-03-10 08:43:12,648 INFO  [WrapperJarAppMain] PipelineRepository:84 - Pipeline timeline updated
2023-03-10 08:43:12,650 INFO  [WrapperJarAppMain] PipelineSqlMapDao:132 - Loading active pipelines into memory.
2023-03-10 08:43:12,651 INFO  [WrapperJarAppMain] PipelineSqlMapDao:383 - Retriving Active Pipelines from Database...
2023-03-10 08:43:12,673 INFO  [Thread-82] PipelineSqlMapDao:419 - Loading pipeline history to cache...Started
2023-03-10 08:43:12,673 INFO  [Thread-81] PipelineSqlMapDao:413 - Loading Active Pipelines to cache...Started
2023-03-10 08:43:12,674 INFO  [WrapperJarAppMain] MaterialRepository:238 - Loading PMRs,Remaining 1 Pipelines (Total: 1)...
2023-03-10 08:43:12,678 INFO  [Thread-82] PipelineSqlMapDao:423 - Loading pipeline history to cache...Done
2023-03-10 08:43:12,680 INFO  [Thread-81] PipelineSqlMapDao:416 - Loading Active Pipelines to cache...Done
2023-03-10 08:43:12,721 INFO  [WrapperJarAppMain] MaterialRepository:313 - Loading modifications, Remaining 1 PMRs(Total: 1)...
2023-03-10 08:43:12,736 INFO  [WrapperJarAppMain] PipelineSqlMapDao:134 - Done loading active pipelines into memory.
2023-03-10 08:43:12,799 INFO  [WrapperJarAppMain] ConsoleActivityMonitor:78 - Found '0' building jobs. Added them with '2023-03-10T08:43:12.737Z' as the last heard time
2023-03-10 08:43:12,809 INFO  [WrapperJarAppMain] ConsoleActivityMonitor:79 - Found '0' scheduled jobs. Added them with '2023-03-10T08:43:12.737Z' as the last heard time
2023-03-10 08:43:12,818 INFO  [WrapperJarAppMain] RailsAssetsService:68 - Found rails assets manifest file named .sprockets-manifest-33237067f8bbd7d7d3ed31a1f9d514b9.json 
2023-03-10 08:43:12,838 INFO  [WrapperJarAppMain] RailsAssetsService:72 - Successfully read rails assets manifest file located at /go-working-dir/work/jetty-0_0_0_0-8153-cruise_war-_go-any-/webapp/WEB-INF/rails/public/assets/.sprockets-manifest-33237067f8bbd7d7d3ed31a1f9d514b9.json
2023-03-10 08:43:13,358 WARN  [Thread-79] PluginSettingsMetadataLoader:63 - Failed to fetch plugin settings metadata for plugin cd.go.authentication.ldap. Maybe the plugin does not implement plugin settings and view?
2023-03-10 08:43:13,359 WARN  [Thread-79] PluginSettingsMetadataLoader:64 - Plugin: cd.go.authentication.ldap - Metadata load info: [{extension='authorization', configuration='null', view='null', error='The plugin sent a response that could not be understood by Go. Plugin returned with code '500' and the following response: 'This is an invalid request type :go.plugin-settings.get-configuration''}]
2023-03-10 08:43:13,360 WARN  [Thread-79] PluginSettingsMetadataLoader:65 - Not all plugins are required to implement the request above. This error may be safe to ignore.
2023-03-10 08:43:13,363 INFO  [Thread-79] DefaultPluginJarChangeListener:74 - Plugin load finished: /go-working-dir/plugins/bundled/gocd-ldap-authentication-plugin.jar
2023-03-10 08:43:13,447 INFO  [Thread-79] DefaultPluginJarChangeListener:67 - Plugin load starting: /go-working-dir/plugins/bundled/gocd-file-based-secrets-plugin.jar
2023-03-10 08:43:13,732 ERROR [Thread-79] DefaultPluginManager:136 - This is an invalid request type :go.plugin-settings.get-configuration
2023-03-10 08:43:13,734 WARN  [Thread-79] PluginSettingsMetadataLoader:63 - Failed to fetch plugin settings metadata for plugin cd.go.secrets.file-based-plugin. Maybe the plugin does not implement plugin settings and view?
2023-03-10 08:43:13,735 WARN  [Thread-79] PluginSettingsMetadataLoader:64 - Plugin: cd.go.secrets.file-based-plugin - Metadata load info: [{extension='secrets', configuration='null', view='null', error='com.thoughtworks.go.plugin.api.exceptions.UnhandledRequestTypeException: This is an invalid request type :go.plugin-settings.get-configuration'}]
2023-03-10 08:43:13,736 WARN  [Thread-79] PluginSettingsMetadataLoader:65 - Not all plugins are required to implement the request above. This error may be safe to ignore.
2023-03-10 08:43:13,811 INFO  [Thread-79] DefaultPluginJarChangeListener:74 - Plugin load finished: /go-working-dir/plugins/bundled/gocd-file-based-secrets-plugin.jar
2023-03-10 08:43:13,889 INFO  [Thread-79] DefaultPluginJarChangeListener:67 - Plugin load starting: /go-working-dir/plugins/bundled/gocd-json-config-plugin.jar
2023-03-10 08:43:15,288 INFO  [Thread-79] ConfigRepositoryInitializer:108 - [Config Repository Initializer] Start initializing the config repositories for plugin 'json.config.plugin' 
2023-03-10 08:43:15,291 INFO  [Thread-79] ConfigRepositoryInitializer:112 - [Config Repository Initializer] Done initializing the config repositories for plugin 'json.config.plugin' 
2023-03-10 08:43:15,324 INFO  [Thread-79] DefaultPluginJarChangeListener:74 - Plugin load finished: /go-working-dir/plugins/bundled/gocd-json-config-plugin.jar
2023-03-10 08:43:15,421 INFO  [Thread-79] DefaultPluginJarChangeListener:67 - Plugin load starting: /go-working-dir/plugins/bundled/gocd-yum-repository-poller-plugin.jar
2023-03-10 08:43:16,051 WARN  [Thread-79] PluginSettingsMetadataLoader:63 - Failed to fetch plugin settings metadata for plugin yum. Maybe the plugin does not implement plugin settings and view?
2023-03-10 08:43:16,052 WARN  [Thread-79] PluginSettingsMetadataLoader:64 - Plugin: yum - Metadata load info: [{extension='package-repository', configuration='null', view='null', error='The plugin sent a response that could not be understood by Go. Plugin returned with code '400' and the following response: 'Invalid request name go.plugin-settings.get-configuration''}]
2023-03-10 08:43:16,053 WARN  [Thread-79] PluginSettingsMetadataLoader:65 - Not all plugins are required to implement the request above. This error may be safe to ignore.
2023-03-10 08:43:16,108 ERROR [Thread-79] PluginInfoBuilder:54 - Failed to fetch Plugin Settings metadata for plugin yum. Maybe the plugin does not implement plugin settings and view?
2023-03-10 08:43:16,115 INFO  [Thread-79] DefaultPluginJarChangeListener:74 - Plugin load finished: /go-working-dir/plugins/bundled/gocd-yum-repository-poller-plugin.jar
2023-03-10 08:43:16,204 INFO  [Thread-79] DefaultPluginJarChangeListener:67 - Plugin load starting: /go-working-dir/plugins/bundled/gocd-filebased-authentication-plugin.jar
2023-03-10 08:43:16,435 WARN  [Thread-79] PluginSettingsMetadataLoader:63 - Failed to fetch plugin settings metadata for plugin cd.go.authentication.passwordfile. Maybe the plugin does not implement plugin settings and view?
2023-03-10 08:43:16,437 WARN  [Thread-79] PluginSettingsMetadataLoader:64 - Plugin: cd.go.authentication.passwordfile - Metadata load info: [{extension='authorization', configuration='null', view='null', error='The plugin sent a response that could not be understood by Go. Plugin returned with code '500' and the following response: 'Request go.plugin-settings.get-configuration is not supported by plugin.''}]
2023-03-10 08:43:16,440 WARN  [Thread-79] PluginSettingsMetadataLoader:65 - Not all plugins are required to implement the request above. This error may be safe to ignore.
2023-03-10 08:43:16,443 INFO  [Thread-79] DefaultPluginJarChangeListener:74 - Plugin load finished: /go-working-dir/plugins/bundled/gocd-filebased-authentication-plugin.jar
2023-03-10 08:43:16,571 INFO  [Thread-79] DefaultPluginJarChangeListener:67 - Plugin load starting: /go-working-dir/plugins/bundled/gocd-yaml-config-plugin.jar
2023-03-10 08:43:18,166 INFO  [Thread-79] ConfigRepositoryInitializer:108 - [Config Repository Initializer] Start initializing the config repositories for plugin 'yaml.config.plugin' 
2023-03-10 08:43:18,169 INFO  [Thread-79] ConfigRepositoryInitializer:112 - [Config Repository Initializer] Done initializing the config repositories for plugin 'yaml.config.plugin' 
